83106,Fraccionamiento Banus,Urbano
83106,"Fraccionamiento Alto Valle Sector ""A""",Urbano
83106,Fraccionamiento Antara Residencial,Urbano
83106,Fraccionamiento Villa Colonial II,Urbano
83106,Fraccionamiento Miguel Valencia,Urbano
83107,Fraccionamiento Altaria Residencial,Urbano
83107,Fraccionamiento Bilbao,Urbano
83107,Fraccionamiento Paseo del Cid Residencial,Urbano
83107,Fraccionamiento Montalbán Residencial,Urbano
83107,Fraccionamiento Catania Residencial,Urbano
83107,Fraccionamiento La Caridad,Rural
83107,Fraccionamiento Urbi Villa del Cedro,Urbano
83107,Fraccionamiento Urbi Alameda los Fresnos Residencial,Urbano
83108,Fraccionamiento Puerta Norte,Urbano
83110,Colonia Benito Juárez,Urbano
83110,Colonia Mártires de Cananea,Urbano
83110,Colonia La Primavera,Urbano
83113,Colonia Jardines,Urbano
83113,Fraccionamiento Conjunto Arizona,Urbano
83114,Colonia Eusebio Kino,Urbano
83114,Fraccionamiento Velas Residencial,Urbano
83114,Fraccionamiento San Luis Rey,Urbano
83114,Colonia Santa Bárbara,Urbano
83114,Colonia Villas Residencial,Urbano
83114,Fraccionamiento Milán Residencial,Urbano
83114,Fraccionamiento Villa California Residencial,Urbano
83114,Fraccionamiento Lomas de Reforma,Urbano
83114,Fraccionamiento Aranjuez Residencial,Urbano
83115,Colonia Carmen Serdán,Urbano
83115,Colonia El Cortijo UNISON,Urbano
83115,Colonia Rincón Agradable,Urbano
83116,Colonia Primero Hermosillo,Urbano
83116,Fraccionamiento Montesinos,Urbano
83116,Colonia Norberto Ortega,Urbano
83116,Fraccionamiento Real del Cobre,Urbano
83116,Colonia Solidaridad,Urbano
83116,Colonia Manuel Gómez MorÃ­n,Urbano
83116,Colonia Nueva Victoria,Urbano
83116,Fraccionamiento Valle del Portal,Urbano
83116,Fraccionamiento La Campiña,Urbano
83116,Fraccionamiento Villa Merlot Residencial,Urbano
83116,Fraccionamiento Tierra Colorada,Urbano
83116,Colonia Miguel Angel Jiménez,Urbano
83116,Colonia Francisco Romero,Urbano
83116,Colonia Antorcha Campesina (Invasión),Urbano
83117,Colonia Miguel Hidalgo,Urbano
83117,Fraccionamiento Alondras Residencial,Urbano
83117,Fraccionamiento Monarca Residencial,Urbano
83117,Colonia Villa Bonita,Urbano
83117,Fraccionamiento Villas de San Lorenzo,Urbano
83117,Fraccionamiento El Encanto,Urbano
83117,Fraccionamiento Los Manantiales,Urbano
83117,Fraccionamiento Pilares,Urbano
83117,Colonia Privadas Del Bosque,Urbano
83117,Fraccionamiento Tubac,Urbano
83117,Fraccionamiento Pueblo Bonito,Urbano
83117,Fraccionamiento Pueblo del Oro,Urbano
83117,Colonia Opatas,Urbano
83117,Colonia Cerrada Pimas,Urbano
83117,Fraccionamiento Cerrada Diamante,Urbano
83117,Fraccionamiento Palo Fierro,Urbano
83117,Fraccionamiento Torreplata Residencial,Urbano
83117,Fraccionamiento Romanza Residencial,Urbano
83117,Fraccionamiento Pueblitos Cerrada Kikapu,Urbano
83117,Fraccionamiento Pueblitos Cerrada Kukapu,Urbano
83117,Fraccionamiento Pueblitos Cerrada Papagos,Urbano
83117,Fraccionamiento Pueblitos Cerrada Guajiros,Urbano
83117,Fraccionamiento Privadas del Sauce,Urbano
83117,Fraccionamiento Los Pinos Residencial,Urbano
83117,Fraccionamiento Bicentenario Residencial,Urbano
83117,Fraccionamiento Portal de Romanza Residencial,Urbano
83117,Fraccionamiento Villas de Romanza,Urbano
83117,Colonia Miguel Valencia,Urbano
83118,Fraccionamiento Privadas del Real III Sección,Urbano
83118,Fraccionamiento Privadas del Real Sección Norte,Urbano
83118,Zona industrial Parque Industrial de Hermosillo Norte,Urbano
83118,Fraccionamiento Parque Central,Urbano
83118,Fraccionamiento Natura,Urbano
83118,Fraccionamiento Torralba Residencial,Urbano
83118,Fraccionamiento Privadas del Rey,Urbano
83118,Fraccionamiento JardÃ­n Real Residencial,Urbano
83118,Fraccionamiento Monteregio Residencial,Urbano
83118,Fraccionamiento Arándanos Residencial,Urbano
83118,Fraccionamiento Villa Del Real,Urbano
83118,Fraccionamiento Tumacacori,Urbano
83118,Colonia La Lengueta,Urbano
83118,Zona industrial Miniparque Industrial,Urbano
83118,Colonia Privadas del Real,Urbano
83118,Fraccionamiento Pueblo Alegre,Urbano
83118,Fraccionamiento Pueblo Escondido,Urbano
83118,Colonia Jorge Valdez Muñoz,Urbano
83118,Fraccionamiento Privada San Germán,Urbano
83118,Fraccionamiento Pueblo del Sol,Urbano
83118,Fraccionamiento Villa Verde,Urbano
83118,Fraccionamiento Pueblo del Angel,Urbano
83118,Fraccionamiento Pueblitos Sección los Alamos,Urbano
83118,Fraccionamiento Villas de Turin,Urbano
83118,Colonia Laura Alicia Frías de López Nogales,Urbano
83118,Fraccionamiento Tierra Nueva,Urbano
83118,Fraccionamiento Casalta Residencial,Urbano
83118,Fraccionamiento Privadas del Real II Sección,Urbano
83118,Fraccionamiento Córdoba Residencial,Urbano
83118,Fraccionamiento Paseos del Pedregal,Urbano
83118,Fraccionamiento Fuente de Piedra,Urbano
83118,Fraccionamiento Puerta del Rey,Urbano
83118,Colonia Los Lingotes,Urbano
83120,Colonia Las Isabeles,Urbano
83120,Colonia Progresista,Urbano
83120,Colonia Unión de Colonos,Urbano
83120,Colonia Machi López,Urbano
83120,Fraccionamiento Misión Del Arco,Urbano
83120,Fraccionamiento Misioneros,Urbano
83120,Fraccionamiento Plaza Real,Urbano
83120,Fraccionamiento Virreyes,Urbano
83120,Colonia H Ayuntamiento,Urbano
83120,Fraccionamiento Los Viñedos,Urbano
83120,Colonia Real del Cardo,Urbano
83125,Colonia Villa Fontana,Urbano
83125,Fraccionamiento Plaza Grande,Urbano
83125,Fraccionamiento Misión San Jerónimo,Urbano
83126,Colonia Conquistadores,Urbano
83126,Colonia Cerro Colorado,Urbano
83126,Colonia Nueva Castilla,Urbano
83128,Colonia San Javier,Urbano
83129,Colonia Las Aves,Urbano
83130,Colonia Libertad,Urbano
83130,Colonia Santa Isabel,Urbano
83136,Colonia Choyal,Urbano
83136,Colonia Puesta del Sol,Urbano
83137,Colonia Las Flores,Urbano
83137,Colonia Cuartel Zona,Urbano
83138,Colonia Luis Encinas,Urbano
83138,Colonia Santa María,Urbano
83138,Fraccionamiento Bella Vista,Urbano
83138,Colonia Sonomex Norte,Urbano
83138,Fraccionamiento Condesa,Urbano
83139,Colonia Isssteson Norte,Urbano
83139,Colonia Las Torres,Urbano
83139,Colonia Reforma Norte,Urbano
83140,Colonia Bugambilia,Urbano
83140,Colonia Jesús García,Urbano
83140,Colonia Los Rosales,Urbano
83140,Fraccionamiento Plaza Inn,Urbano
83143,Fraccionamiento Ibiza Residencial,Urbano
83143,Fraccionamiento Residencial la Cañada,Urbano
83143,Fraccionamiento Cerrada Cucurpe,Urbano
83143,Fraccionamiento Cumbres Residencial,Urbano
83143,Fraccionamiento Cucurpe II,Urbano
83143,Fraccionamiento Privadas Residenciales,Urbano
83144,Colonia Sacramento Residencial,Urbano
83145,Fraccionamiento Colinas,Urbano
83145,Fraccionamiento Catalinas Residencial,Urbano
83145,Zona militar Zona Militar Cuartel XV,Urbano
83145,Fraccionamiento Terrazas Del Mirador,Urbano
83145,Fraccionamiento Santa Lucía,Urbano
83145,Colonia Privada Victoria,Urbano
83145,Fraccionamiento Colinas II,Urbano
83145,Fraccionamiento Vista del Sol Residencial,Urbano
83146,Colonia Los Sabinos,Urbano
83146,Fraccionamiento La Rioja Norte,Urbano
83146,Fraccionamiento La Paloma Residencial I,Urbano
83146,Fraccionamiento Quinta la Paloma,Urbano
83146,Fraccionamiento Puerta de Hierro,Urbano
83146,Fraccionamiento La Paloma Residencial II,Urbano
83146,Fraccionamiento Colinas de San Javier,Urbano
83147,Colonia Cuatro Olivos,Urbano
83147,Fraccionamiento Paseo de las Margaritas,Urbano
83147,Colonia Rosario Ibarra de Piedra,Urbano
83147,Fraccionamiento Sierra Blanca,Urbano
83147,Fraccionamiento Sierra Vista,Urbano
83148,Colonia Bachoco,Urbano
83148,Colonia Colina Blanca,Urbano
83148,Fraccionamiento Residencial Bretaña,Urbano
83148,Colonia El Dorado,Urbano
83148,Fraccionamiento Pueblo Alto Residencial,Urbano
83148,Fraccionamiento La Ventana,Urbano
83148,Colonia Loreto,Urbano
83148,Fraccionamiento Paseo de la Colina,Urbano
83148,Fraccionamiento Villa Toscana Residencial,Urbano
83148,Fraccionamiento Tosali Residencial,Urbano
83149,Colonia Francisco Villa,Urbano
83150,Colonia Constitución,Urbano
83150,Colonia Loma Linda,Urbano
83150,Colonia Pitic,Urbano
83156,Colonia Periodista,Urbano
83156,Colonia Casero Solar,Urbano
83157,Colonia Issste Federal,Urbano
83159,Colonia Lomas Altas,Urbano
83159,Fraccionamiento La Jolla Villa Turquesa,Urbano
83159,Fraccionamiento La Jolla Villa de los Diamantes,Urbano
83159,Fraccionamiento La Jolla Villa de los Zafiros,Urbano
83159,Fraccionamiento La Jolla Villa de las Esmeraldas,Urbano
83159,Fraccionamiento Las Lomas del Pitic,Urbano
83159,Colonia Cuartel Pitic,Urbano
83160,Colonia San Luis,Urbano
83160,Colonia Parque Industrial Pimex,Urbano
83164,Colonia Campestre Residencial,Urbano
83165,Colonia Cuartel XX Café Combate,Urbano
83166,Fraccionamiento Santerra,Urbano
83166,Fraccionamiento Rancho San Ignacio,Urbano
83166,Fraccionamiento Buenaventura,Urbano
83166,Fraccionamiento Hacienda Residencial Condominal,Urbano
83170,Colonia Adolfo López Mateos,Urbano
83170,Colonia Ãlvaro Obregón,Urbano
83170,Colonia Los Mirasoles,Urbano
83170,Colonia Antonio Parada Cano,Urbano
83170,Colonia 22 de Septiembre,Urbano
83170,Fraccionamiento Nueva España,Urbano
83170,Colonia Privada de los Azulejos,Urbano
83170,Colonia Buena Vista,Urbano
83170,Fraccionamiento Buenaventura,Urbano
83170,Colonia Internacional,Urbano
83170,Fraccionamiento Nueva Palmira Residencial,Urbano
83170,Colonia Las Plazas,Urbano
83170,Colonia San Bernardino,Urbano
83170,Colonia Paseo Del Sahuaro,Urbano
83171,Colonia Sahuaro Indeco,Urbano
83173,Colonia La Antorcha Campesina,Urbano
83173,Fraccionamiento Las Acacias,Urbano
83174,Colonia Sonacer,Urbano
83174,Fraccionamiento San Isidro,Urbano
83174,Fraccionamiento Vista Bella,Urbano
83174,Colonia Rancho Bonito Residencial,Urbano
83174,Zona industrial Parque Industrial Labor,Urbano
83174,Zona industrial Parque Industrial Dynatech,Urbano
83174,Colonia El Llanito,Urbano
83175,Colonia Jerez Del Valle,Urbano
83175,Fraccionamiento Topacio Residencial,Urbano
83175,Fraccionamiento Murano Residencial,Urbano
83175,Zona industrial Parque Industrial Latitud,Urbano
83175,Fraccionamiento Hacienda Del Sol,Urbano
83175,Fraccionamiento Valle Dorado,Urbano
83175,Colonia Nuevo Sahuaro,Urbano
83175,Colonia Casa Bonita Residencial,Urbano
83175,Fraccionamiento Villa Mercedes,Urbano
83175,Fraccionamiento Los Arroyos,Urbano
83175,Fraccionamiento La Cholla,Urbano
83175,Fraccionamiento Río de Plata,Urbano
83175,Fraccionamiento Casa Bonita II,Urbano
83175,Fraccionamiento El Esplendor,Urbano
83175,Fraccionamiento La Cholla II Sección,Urbano
83176,Zona industrial Parque Industrial,Urbano
83177,Fraccionamiento Stanza Solare Residencial,Urbano
83177,Fraccionamiento Las Veredas,Urbano
83177,Fraccionamiento California,Urbano
83177,Fraccionamiento Salamanca Residencial,Urbano
83177,Fraccionamiento Privada Sacramento,Urbano
83177,Fraccionamiento Santa Martha,Urbano
83177,Colonia Luis Donaldo Colosio,Urbano
83177,Fraccionamiento San Bosco,Urbano
83177,Fraccionamiento San Francisco,Urbano
83177,Fraccionamiento Luis Donaldo Colosio,Urbano
83177,Fraccionamiento Puerta Real Residencial,Urbano
83177,Fraccionamiento Benei Residencial,Urbano
83177,Fraccionamiento Palma Dorada Residencial,Urbano
83177,Fraccionamiento San Juan Bosco II,Urbano
83177,Fraccionamiento Lirios,Urbano
83177,Fraccionamiento San Marcos,Urbano
83177,Fraccionamiento Villa Sauces,Urbano
83178,Colonia Camino Real,Urbano
83178,Colonia La Misión,Urbano
83178,Fraccionamiento Sahuaro,Urbano
83178,Colonia Camino Real Norte,Urbano
83178,Colonia Sahuaro Final,Urbano
83179,Colonia Unión de Ladrilleros,Urbano
83179,Fraccionamiento Buenos Aires,Urbano
83179,Fraccionamiento Dunas,Urbano
83179,Fraccionamiento Del Bosque,Urbano
83179,Fraccionamiento Floresta Villa Ceiba,Urbano
83179,Colonia Sol Aguilar,Urbano
83179,Fraccionamiento FONHAPO,Urbano
83179,Fraccionamiento Floresta Villa Fresnos,Urbano
83179,Colonia Condominio San Pablo,Urbano
83179,Colonia División del Norte,Urbano
83179,Colonia Ampliación Ladrilleras,Urbano
83179,Colonia El Mirador (Invasión),Urbano
83179,Colonia El Chaparral (Invasión),Urbano
83179,Fraccionamiento Dunas II,Urbano
83179,Fraccionamiento Floresta Villa Ciruelos,Urbano
83179,Fraccionamiento Floresta Villa Cipreces,Urbano
83179,Fraccionamiento Floresta Villa Almendras,Urbano
83179,Fraccionamiento Oasis Lantana,Urbano
83180,Colonia Balderrama,Urbano
83180,Colonia Olivares,Urbano
83180,Colonia Olivares Norte,Urbano
83188,Colonia Pimentel,Urbano
83190,Colonia Modelo,Urbano
83190,Colonia San Benito,Urbano
83198,Colonia Inalámbrica,Urbano
83200,Colonia Rincón de La Herradura,Urbano
83200,Colonia Racquet Club I Sección Sur,Urbano
83200,Colonia Valle Verde,Urbano
83200,Colonia Villa Satélite,Urbano
83200,Colonia Racquet Club II Sección Norte,Urbano
83200,Zona comercial Plaza de Las Franquicias,Urbano
83204,Colonia Alameda,Urbano
83204,Colonia Torreón,Urbano
83204,Colonia Los Canarios,Urbano
83205,Colonia Valle Grande,Urbano
83206,Colonia Valle Del Sol,Urbano
83207,Colonia Valle Escondido,Urbano
83208,Colonia La Huerta,Urbano
83209,Colonia Valle Hermoso,Urbano
83210,Colonia El Llano,Urbano
83210,Fraccionamiento Siena Residencial,Urbano
83214,Colonia Quinta Emilia,Urbano
83220,Colonia La Manga,Urbano
83220,Fraccionamiento Real de Sevilla Club Residencial,Urbano
83220,Fraccionamiento La Coruña Residencial,Urbano
83220,Colonia Real del Llano,Urbano
83220,Fraccionamiento Villas del Mediterráneo Residencial,Urbano
83220,Fraccionamiento Campo Grande Residencial,Urbano
83223,Fraccionamiento Obispo Residencial,Urbano
83223,Fraccionamiento Coronado Residencial,Urbano
83223,Fraccionamiento Residencial Navarrete,Urbano
83223,Fraccionamiento San Andrés Residencial,Urbano
83224,Fraccionamiento Real de Castilla,Urbano
83224,Fraccionamiento Privada Dalí,Urbano
83224,Fraccionamiento La Encantada Privada Alebrijes,Urbano
83224,Fraccionamiento Villa de Parras Residencial,Urbano
83224,Colonia Nazareo Residencial,Urbano
83224,Colonia Real de Montejo,Urbano
83224,Fraccionamiento Obispos Residencial II,Urbano
83224,Fraccionamiento Real de Quiroga,Urbano
83224,Fraccionamiento Salvatierra Residencial,Urbano
83224,Fraccionamiento Parque Versalles,Urbano
83224,Fraccionamiento Paseo de las Misiones Residencial,Urbano
83224,Colonia Compostela Residencial,Urbano
83224,Fraccionamiento La Encantada Privada Tesoros,Urbano
83224,Fraccionamiento La Encantada Privada Azulejos,Urbano
83224,Fraccionamiento La Encantada Privada Leyendas,Urbano
83224,Fraccionamiento La Rioja,Urbano
83224,Fraccionamiento El Conquistador Residencial,Urbano
83224,Colonia Los Santos Residencial,Urbano
83229,Aeropuerto Hermosillo (General Ignacio Pesqueira García),Urbano
83230,Fraccionamiento Altozano,Urbano
83230,Fraccionamiento Bonaterra Residencial,Urbano
83230,Fraccionamiento Basalto,Urbano
83240,Colonia Fuentes Del Mezquital,Urbano
83240,Colonia Las Quintas,Urbano
83240,Condominio Tejares,Urbano
83240,Fraccionamiento Alcalá Residencial,Urbano
83240,Colonia Valle Bonito,Urbano
83240,Fraccionamiento Villa Sol,Urbano
83240,Fraccionamiento Villa Florencia,Urbano
83240,Fraccionamiento Valle del Lago Residencial,Urbano
83240,Fraccionamiento Portal del Lago,Urbano
83243,Fraccionamiento Corceles Residencial,Urbano
83243,Fraccionamiento Alta Riviera Residencial,Urbano
83243,Fraccionamiento Castello Residencial,Urbano
83243,Fraccionamiento Rivello Residencial,Urbano
83243,Fraccionamiento El Secreto,Urbano
83243,Fraccionamiento Rivello III,Urbano
83243,Fraccionamiento Villa de los Corceles,Urbano
83243,Fraccionamiento Las Provincias,Urbano
83244,Fraccionamiento Concordia Residencial,Urbano
83245,Fraccionamiento Punta de Lago,Urbano
83245,Fraccionamiento Los Lagos,Urbano
83245,Fraccionamiento Nueva Galicia,Urbano
83246,Colonia Mezquital Del Oro,Urbano
83246,Colonia Paseo del Sol,Urbano
83246,Fraccionamiento Casa Grande Residencial I,Urbano
83246,Fraccionamiento Casa Grande Residencial II,Urbano
83246,Fraccionamiento Casa Grande Residencial III,Urbano
83246,Fraccionamiento Quintas Galicia,Urbano
83246,Fraccionamiento Condominio Hacienda Real,Urbano
83247,Fraccionamiento Flamingos,Urbano
83247,Fraccionamiento Los Portales,Urbano
83247,Fraccionamiento Llano Verde,Urbano
83247,Fraccionamiento Vista del Lago,Urbano
83247,Fraccionamiento Puerta Grande,Urbano
83247,Colonia Oficinas Federales,Urbano
83247,Fraccionamiento Cataviña Residencial,Urbano
83248,Fraccionamiento Residencial de Anza,Urbano
83249,Colonia Santa Fe,Urbano
83249,Condominio Torre KYO Navarrete,Urbano
83249,Fraccionamiento Campanario,Urbano
83249,Fraccionamiento Capistrano Residencial,Urbano
83249,Fraccionamiento Staus,Urbano
83249,Colonia Seminario Residencial,Urbano
83249,Fraccionamiento Montebello Residencial,Urbano
83249,Fraccionamiento Alta California Residencial,Urbano
83249,Fraccionamiento Tierra Blanca,Urbano
83249,Equipamiento Seminario Mayor,Urbano
83250,Colonia Las Granjas,Urbano
83250,Colonia Los Arcos,Urbano
83250,Colonia Palmar Del Sol,Urbano
83250,Zona comercial Metrocentro,Urbano
83250,Colonia Fuentes del Centenario,Urbano
83250,Colonia El Recodo,Urbano
83255,Colonia Real Del Arco,Urbano
83260,Colonia Centenario,Urbano
83260,Colonia Bernardo Esqueda,Urbano
83260,Colonia Prados del Centenario,Urbano
83260,Colonia San Antonio,Urbano
83260,Colonia Isssteson Centenario,Urbano
83270,Colonia El Malecón,Urbano
83270,Colonia La Mosca,Urbano
83270,Colonia Las Palmas,Urbano
83270,Zona industrial Proyecto Río Sonora,Urbano
83278,Colonia ISSSTESON Colegio Lux,Urbano
83279,Colonia Militar,Urbano
83280,Colonia Cerro de La Cruz,Urbano
83280,Colonia El Jito,Urbano
83280,Colonia Emiliano Zapata,Urbano
83280,Colonia Palo Verde,Urbano
83280,Colonia Tiro Al Blanco,Urbano
83280,Colonia Villa de Seris,Urbano
83280,Colonia Villa Hermosa,Urbano
83280,Fraccionamiento La Candelaria,Urbano
83280,Colonia Solidaridad Vildosola,Urbano
83280,Equipamiento Colegio de Bachilleres,Urbano
83280,Fraccionamiento San Pablo,Urbano
83280,Colonia Los Poetas,Urbano
83283,Fraccionamiento Haciendas del Sur,Urbano
83284,Fraccionamiento Santa Anita Residencial,Urbano
83284,Fraccionamiento Quinta Esmeralda,Urbano
83284,Colonia Las Peredas,Urbano
83284,Fraccionamiento San FermÃ­n,Urbano
83284,Colonia Las Tres Reynas,Urbano
83284,Colonia Casa Linda,Urbano
83284,Fraccionamiento Costa del Sol,Urbano
83284,Colonia Palo Verde Indeur los Olivos,Urbano
83284,Colonia Nueva Esperanza,Urbano
83284,Colonia Los Girasoles,Urbano
83284,Colonia Hacienda los Alcatraces,Urbano
83284,Colonia Hacienda los Lirios,Urbano
83284,Colonia Villa las Lomas,Urbano
83284,Fraccionamiento Villas del Sur,Urbano
83284,Fraccionamiento Agaves Residencial,Urbano
83284,Fraccionamiento Quintas del Sol Residencial,Urbano
83284,Colonia Los Olivos,Urbano
83284,Colonia Adolfo López Mateos,Urbano
83285,Colonia Las Minitas,Urbano
83285,Fraccionamiento Florenza Residencial,Urbano
83285,Fraccionamiento Montereal,Urbano
83285,Fraccionamiento Mesaverde,Urbano
83285,Fraccionamiento Oasis Solera,Urbano
83285,Fraccionamiento El Alamo Residencial,Urbano
83285,Colonia Nueva Ilusión,Urbano
83285,Fraccionamiento Florenza Plus,Urbano
83285,Colonia Arco Iris,Urbano
83285,Colonia Hermosa Provincia,Urbano
83285,Colonia San José de las Minitas,Urbano
83285,Colonia Villa Sureña,Urbano
83285,Colonia El Mezquite,Urbano
83285,Colonia Cerrada de Minas,Urbano
83285,Fraccionamiento Real de Minas,Urbano
83285,Fraccionamiento Oasis del Sol,Urbano
83285,Fraccionamiento Oasis Santa Fe,Urbano
83285,Fraccionamiento Oasis Solana,Urbano
83285,Fraccionamiento Quinta Real,Urbano
83285,Fraccionamiento Puerta Esmeralda,Urbano
83285,Colonia Ejido el Buey,Urbano
83285,Fraccionamiento Oasis Palmeira,Urbano
83286,Colonia Tirocapes,Urbano
83286,Colonia Cerro Apache,Urbano
83287,Colonia El Apache,Urbano
83287,Colonia Nacameri,Urbano
83287,Colonia San Angel,Urbano
83287,Fraccionamiento Alegranza Residencial,Urbano
83287,Fraccionamiento Renaceres,Urbano
83287,Fraccionamiento Valle San Francisco,Urbano
83287,Fraccionamiento Aurea Residencial,Urbano
83287,Colonia Ejido de Villa de Seris,Urbano
83287,Fraccionamiento Monet,Urbano
83287,Colonia Las Placitas,Urbano
83287,Fraccionamiento Sorento Residencial,Urbano
83287,Fraccionamiento Aurea Argento,Urbano
83287,Fraccionamiento Paseo San Angel,Urbano
83287,Colonia Camino del Seri,Urbano
83287,Fraccionamiento Real del Carmen,Urbano
83287,Colonia Residencial Pima,Urbano
83287,Colonia Los Tulipanes,Urbano
83287,Fraccionamiento Portal Del Pitic,Urbano
83287,Fraccionamiento Casa Real,Urbano
83287,Fraccionamiento Soleil Residencial,Urbano
83287,Fraccionamiento Urbi Villa del Prado,Urbano
83287,Fraccionamiento Arcángel Residencial,Urbano
83287,Fraccionamiento Paseo Real Residencial,Urbano
83287,Fraccionamiento Azores Residencial,Urbano
83287,Fraccionamiento Urbi Villa Campestre,Urbano
83288,Fraccionamiento Genova Residencial,Urbano
83288,Unidad habitacional Fovissste,Urbano
83288,Fraccionamiento Corsica Residencial,Urbano
83288,Fraccionamiento Sedona Residencial,Urbano
83288,Fraccionamiento Barcelona Residencial,Urbano
83288,Fraccionamiento Real de Toledo Residencial,Urbano
